ngram,noun,adjective,year,count
wellbeing_noun=>secure_adj,wellbeing,secure,1974,1
wellbeing_noun=>secure_adj,wellbeing,secure,1984,1
wellbeing_noun=>secure_adj,wellbeing,secure,1987,1
wellbeing_noun=>secure_adj,wellbeing,secure,1989,1
wellbeing_noun=>secure_adj,wellbeing,secure,1990,1
wellbeing_noun=>secure_adj,wellbeing,secure,1996,1
wellbeing_noun=>secure_adj,wellbeing,secure,1997,1
wellbeing_noun=>secure_adj,wellbeing,secure,2000,2
wellbeing_noun=>secure_adj,wellbeing,secure,2001,14
wellbeing_noun=>secure_adj,wellbeing,secure,2002,1
wellbeing_noun=>secure_adj,wellbeing,secure,2003,1
wellbeing_noun=>secure_adj,wellbeing,secure,2004,9
wellbeing_noun=>secure_adj,wellbeing,secure,2005,2
wellbeing_noun=>secure_adj,wellbeing,secure,2006,3
wellbeing_noun=>secure_adj,wellbeing,secure,2007,1
wellbeing_noun=>secure_adj,wellbeing,secure,2008,3
wellbeing_noun=>secure_adj,wellbeing,secure,2009,2
wellbeing_noun=>secure_adj,wellbeing,secure,2011,3
wellbeing_noun=>secure_adj,wellbeing,secure,2012,2
wellbeing_noun=>secure_adj,wellbeing,secure,2013,4
wellbeing_noun=>secure_adj,wellbeing,secure,2014,3
wellbeing_noun=>secure_adj,wellbeing,secure,2016,5
wellbeing_noun=>secure_adj,wellbeing,secure,2017,7
wellbeing_noun=>secure_adj,wellbeing,secure,2018,2
wellbeing_noun=>secure_adj,wellbeing,secure,2019,3
wellbeing_noun=>productive_adj,wellbeing,productive,1949,2
wellbeing_noun=>productive_adj,wellbeing,productive,1963,7
wellbeing_noun=>productive_adj,wellbeing,productive,1970,1
wellbeing_noun=>productive_adj,wellbeing,productive,1974,1
wellbeing_noun=>productive_adj,wellbeing,productive,1977,1
wellbeing_noun=>productive_adj,wellbeing,productive,1988,1
wellbeing_noun=>productive_adj,wellbeing,productive,1996,2
wellbeing_noun=>productive_adj,wellbeing,productive,1997,1
wellbeing_noun=>productive_adj,wellbeing,productive,1999,1
wellbeing_noun=>productive_adj,wellbeing,productive,2000,1
wellbeing_noun=>productive_adj,wellbeing,productive,2004,2
wellbeing_noun=>productive_adj,wellbeing,productive,2008,3
wellbeing_noun=>productive_adj,wellbeing,productive,2009,4
wellbeing_noun=>productive_adj,wellbeing,productive,2010,4
wellbeing_noun=>productive_adj,wellbeing,productive,2011,1
wellbeing_noun=>productive_adj,wellbeing,productive,2013,2
wellbeing_noun=>productive_adj,wellbeing,productive,2014,5
wellbeing_noun=>productive_adj,wellbeing,productive,2015,4
wellbeing_noun=>productive_adj,wellbeing,productive,2016,3
wellbeing_noun=>productive_adj,wellbeing,productive,2017,2
wellbeing_noun=>entire_adj,wellbeing,entire,1845,1
wellbeing_noun=>entire_adj,wellbeing,entire,1848,2
wellbeing_noun=>entire_adj,wellbeing,entire,1855,9
wellbeing_noun=>entire_adj,wellbeing,entire,1865,2
wellbeing_noun=>entire_adj,wellbeing,entire,1866,1
wellbeing_noun=>entire_adj,wellbeing,entire,1876,2
wellbeing_noun=>entire_adj,wellbeing,entire,1878,1
wellbeing_noun=>entire_adj,wellbeing,entire,1881,3
wellbeing_noun=>entire_adj,wellbeing,entire,1885,6
wellbeing_noun=>entire_adj,wellbeing,entire,1886,2
wellbeing_noun=>entire_adj,wellbeing,entire,1888,2
wellbeing_noun=>entire_adj,wellbeing,entire,1891,6
wellbeing_noun=>entire_adj,wellbeing,entire,1893,1
wellbeing_noun=>entire_adj,wellbeing,entire,1895,2
wellbeing_noun=>entire_adj,wellbeing,entire,1896,2
wellbeing_noun=>entire_adj,wellbeing,entire,1897,1
wellbeing_noun=>entire_adj,wellbeing,entire,1898,7
wellbeing_noun=>entire_adj,wellbeing,entire,1899,1
wellbeing_noun=>entire_adj,wellbeing,entire,1904,1
wellbeing_noun=>entire_adj,wellbeing,entire,1905,3
wellbeing_noun=>entire_adj,wellbeing,entire,1906,3
wellbeing_noun=>entire_adj,wellbeing,entire,1907,1
wellbeing_noun=>entire_adj,wellbeing,entire,1908,5
wellbeing_noun=>entire_adj,wellbeing,entire,1909,1
wellbeing_noun=>entire_adj,wellbeing,entire,1910,2
wellbeing_noun=>entire_adj,wellbeing,entire,1911,3
wellbeing_noun=>entire_adj,wellbeing,entire,1912,4
wellbeing_noun=>entire_adj,wellbeing,entire,1913,1
wellbeing_noun=>entire_adj,wellbeing,entire,1914,4
wellbeing_noun=>entire_adj,wellbeing,entire,1916,5
wellbeing_noun=>entire_adj,wellbeing,entire,1917,8
wellbeing_noun=>entire_adj,wellbeing,entire,1918,7
wellbeing_noun=>entire_adj,wellbeing,entire,1919,4
wellbeing_noun=>entire_adj,wellbeing,entire,1920,4
wellbeing_noun=>entire_adj,wellbeing,entire,1921,1
wellbeing_noun=>entire_adj,wellbeing,entire,1922,10
wellbeing_noun=>entire_adj,wellbeing,entire,1923,2
wellbeing_noun=>entire_adj,wellbeing,entire,1924,2
wellbeing_noun=>entire_adj,wellbeing,entire,1925,5
wellbeing_noun=>entire_adj,wellbeing,entire,1933,2
wellbeing_noun=>entire_adj,wellbeing,entire,1938,2
wellbeing_noun=>entire_adj,wellbeing,entire,1941,3
wellbeing_noun=>entire_adj,wellbeing,entire,1942,1
wellbeing_noun=>entire_adj,wellbeing,entire,1943,2
wellbeing_noun=>entire_adj,wellbeing,entire,1945,4
wellbeing_noun=>entire_adj,wellbeing,entire,1946,2
wellbeing_noun=>entire_adj,wellbeing,entire,1947,6
wellbeing_noun=>entire_adj,wellbeing,entire,1949,3
wellbeing_noun=>entire_adj,wellbeing,entire,1950,1
wellbeing_noun=>entire_adj,wellbeing,entire,1951,1
wellbeing_noun=>entire_adj,wellbeing,entire,1952,1
wellbeing_noun=>entire_adj,wellbeing,entire,1953,3
wellbeing_noun=>entire_adj,wellbeing,entire,1955,1
wellbeing_noun=>entire_adj,wellbeing,entire,1956,3
wellbeing_noun=>entire_adj,wellbeing,entire,1958,1
wellbeing_noun=>entire_adj,wellbeing,entire,1959,3
wellbeing_noun=>entire_adj,wellbeing,entire,1960,1
wellbeing_noun=>entire_adj,wellbeing,entire,1961,3
wellbeing_noun=>entire_adj,wellbeing,entire,1962,11
wellbeing_noun=>entire_adj,wellbeing,entire,1963,2
wellbeing_noun=>entire_adj,wellbeing,entire,1964,3
wellbeing_noun=>entire_adj,wellbeing,entire,1965,3
wellbeing_noun=>entire_adj,wellbeing,entire,1966,8
wellbeing_noun=>entire_adj,wellbeing,entire,1967,2
wellbeing_noun=>entire_adj,wellbeing,entire,1968,4
wellbeing_noun=>entire_adj,wellbeing,entire,1969,15
wellbeing_noun=>entire_adj,wellbeing,entire,1970,5
wellbeing_noun=>entire_adj,wellbeing,entire,1971,2
wellbeing_noun=>entire_adj,wellbeing,entire,1973,2
wellbeing_noun=>entire_adj,wellbeing,entire,1974,12
wellbeing_noun=>entire_adj,wellbeing,entire,1975,5
wellbeing_noun=>entire_adj,wellbeing,entire,1976,5
wellbeing_noun=>entire_adj,wellbeing,entire,1978,3
wellbeing_noun=>entire_adj,wellbeing,entire,1979,7
wellbeing_noun=>entire_adj,wellbeing,entire,1980,4
wellbeing_noun=>entire_adj,wellbeing,entire,1981,5
wellbeing_noun=>entire_adj,wellbeing,entire,1982,1
wellbeing_noun=>entire_adj,wellbeing,entire,1983,2
wellbeing_noun=>entire_adj,wellbeing,entire,1984,1
wellbeing_noun=>entire_adj,wellbeing,entire,1985,1
wellbeing_noun=>entire_adj,wellbeing,entire,1986,1
wellbeing_noun=>entire_adj,wellbeing,entire,1987,2
wellbeing_noun=>entire_adj,wellbeing,entire,1988,1
wellbeing_noun=>entire_adj,wellbeing,entire,1989,3
wellbeing_noun=>entire_adj,wellbeing,entire,1990,3
wellbeing_noun=>entire_adj,wellbeing,entire,1991,4
wellbeing_noun=>entire_adj,wellbeing,entire,1992,4
wellbeing_noun=>entire_adj,wellbeing,entire,1993,4
wellbeing_noun=>entire_adj,wellbeing,entire,1994,2
wellbeing_noun=>entire_adj,wellbeing,entire,1995,2
wellbeing_noun=>entire_adj,wellbeing,entire,1996,3
wellbeing_noun=>entire_adj,wellbeing,entire,1997,3
wellbeing_noun=>entire_adj,wellbeing,entire,1998,9
wellbeing_noun=>entire_adj,wellbeing,entire,1999,8
wellbeing_noun=>entire_adj,wellbeing,entire,2000,4
wellbeing_noun=>entire_adj,wellbeing,entire,2001,4
wellbeing_noun=>entire_adj,wellbeing,entire,2002,17
wellbeing_noun=>entire_adj,wellbeing,entire,2003,6
wellbeing_noun=>entire_adj,wellbeing,entire,2004,9
wellbeing_noun=>entire_adj,wellbeing,entire,2005,19
wellbeing_noun=>entire_adj,wellbeing,entire,2006,7
wellbeing_noun=>entire_adj,wellbeing,entire,2007,13
wellbeing_noun=>entire_adj,wellbeing,entire,2008,12
wellbeing_noun=>entire_adj,wellbeing,entire,2009,9
wellbeing_noun=>entire_adj,wellbeing,entire,2010,13
wellbeing_noun=>entire_adj,wellbeing,entire,2011,13
wellbeing_noun=>entire_adj,wellbeing,entire,2012,20
wellbeing_noun=>entire_adj,wellbeing,entire,2013,22
wellbeing_noun=>entire_adj,wellbeing,entire,2014,16
wellbeing_noun=>entire_adj,wellbeing,entire,2015,25
wellbeing_noun=>entire_adj,wellbeing,entire,2016,20
wellbeing_noun=>entire_adj,wellbeing,entire,2017,14
wellbeing_noun=>entire_adj,wellbeing,entire,2018,21
wellbeing_noun=>entire_adj,wellbeing,entire,2019,16
wellbeing_noun=>particular_adj,wellbeing,particular,1846,1
wellbeing_noun=>particular_adj,wellbeing,particular,1848,3
wellbeing_noun=>particular_adj,wellbeing,particular,1856,2
wellbeing_noun=>particular_adj,wellbeing,particular,1857,5
wellbeing_noun=>particular_adj,wellbeing,particular,1872,1
wellbeing_noun=>particular_adj,wellbeing,particular,1882,1
wellbeing_noun=>particular_adj,wellbeing,particular,1898,2
wellbeing_noun=>particular_adj,wellbeing,particular,1903,1
wellbeing_noun=>particular_adj,wellbeing,particular,1913,2
wellbeing_noun=>particular_adj,wellbeing,particular,1914,7
wellbeing_noun=>particular_adj,wellbeing,particular,1921,4
wellbeing_noun=>particular_adj,wellbeing,particular,1922,1
wellbeing_noun=>particular_adj,wellbeing,particular,1923,2
wellbeing_noun=>particular_adj,wellbeing,particular,1940,3
wellbeing_noun=>particular_adj,wellbeing,particular,1944,1
wellbeing_noun=>particular_adj,wellbeing,particular,1959,1
wellbeing_noun=>particular_adj,wellbeing,particular,1960,6
wellbeing_noun=>particular_adj,wellbeing,particular,1963,2
wellbeing_noun=>particular_adj,wellbeing,particular,1966,1
wellbeing_noun=>particular_adj,wellbeing,particular,1970,1
wellbeing_noun=>particular_adj,wellbeing,particular,1976,3
wellbeing_noun=>particular_adj,wellbeing,particular,1978,1
wellbeing_noun=>particular_adj,wellbeing,particular,1979,7
wellbeing_noun=>particular_adj,wellbeing,particular,1982,2
wellbeing_noun=>particular_adj,wellbeing,particular,1983,8
wellbeing_noun=>particular_adj,wellbeing,particular,1987,1
wellbeing_noun=>particular_adj,wellbeing,particular,1989,3
wellbeing_noun=>particular_adj,wellbeing,particular,1992,3
wellbeing_noun=>particular_adj,wellbeing,particular,1994,3
wellbeing_noun=>particular_adj,wellbeing,particular,1995,3
wellbeing_noun=>particular_adj,wellbeing,particular,1997,3
wellbeing_noun=>particular_adj,wellbeing,particular,1998,1
wellbeing_noun=>particular_adj,wellbeing,particular,1999,2
wellbeing_noun=>particular_adj,wellbeing,particular,2000,2
wellbeing_noun=>particular_adj,wellbeing,particular,2001,2
wellbeing_noun=>particular_adj,wellbeing,particular,2002,8
wellbeing_noun=>particular_adj,wellbeing,particular,2003,1
wellbeing_noun=>particular_adj,wellbeing,particular,2004,3
wellbeing_noun=>particular_adj,wellbeing,particular,2005,6
wellbeing_noun=>particular_adj,wellbeing,particular,2006,3
wellbeing_noun=>particular_adj,wellbeing,particular,2007,1
wellbeing_noun=>particular_adj,wellbeing,particular,2008,5
wellbeing_noun=>particular_adj,wellbeing,particular,2009,2
wellbeing_noun=>particular_adj,wellbeing,particular,2010,2
wellbeing_noun=>particular_adj,wellbeing,particular,2011,2
wellbeing_noun=>particular_adj,wellbeing,particular,2012,2
wellbeing_noun=>particular_adj,wellbeing,particular,2013,8
wellbeing_noun=>particular_adj,wellbeing,particular,2014,4
wellbeing_noun=>particular_adj,wellbeing,particular,2015,8
wellbeing_noun=>particular_adj,wellbeing,particular,2016,8
wellbeing_noun=>particular_adj,wellbeing,particular,2017,10
wellbeing_noun=>particular_adj,wellbeing,particular,2018,7
wellbeing_noun=>particular_adj,wellbeing,particular,2019,4
wellbeing_noun=>marital_adj,wellbeing,marital,1947,1
wellbeing_noun=>marital_adj,wellbeing,marital,1963,2
wellbeing_noun=>marital_adj,wellbeing,marital,1966,1
wellbeing_noun=>marital_adj,wellbeing,marital,1969,1
wellbeing_noun=>marital_adj,wellbeing,marital,1976,1
wellbeing_noun=>marital_adj,wellbeing,marital,1979,1
wellbeing_noun=>marital_adj,wellbeing,marital,1980,1
wellbeing_noun=>marital_adj,wellbeing,marital,1983,1
wellbeing_noun=>marital_adj,wellbeing,marital,1984,1
wellbeing_noun=>marital_adj,wellbeing,marital,1985,6
wellbeing_noun=>marital_adj,wellbeing,marital,1986,2
wellbeing_noun=>marital_adj,wellbeing,marital,1987,2
wellbeing_noun=>marital_adj,wellbeing,marital,1988,2
wellbeing_noun=>marital_adj,wellbeing,marital,1989,8
wellbeing_noun=>marital_adj,wellbeing,marital,1990,20
wellbeing_noun=>marital_adj,wellbeing,marital,1991,17
wellbeing_noun=>marital_adj,wellbeing,marital,1992,18
wellbeing_noun=>marital_adj,wellbeing,marital,1993,13
wellbeing_noun=>marital_adj,wellbeing,marital,1994,6
wellbeing_noun=>marital_adj,wellbeing,marital,1995,18
wellbeing_noun=>marital_adj,wellbeing,marital,1996,6
wellbeing_noun=>marital_adj,wellbeing,marital,1997,18
wellbeing_noun=>marital_adj,wellbeing,marital,1998,9
wellbeing_noun=>marital_adj,wellbeing,marital,1999,13
wellbeing_noun=>marital_adj,wellbeing,marital,2000,10
wellbeing_noun=>marital_adj,wellbeing,marital,2001,4
wellbeing_noun=>marital_adj,wellbeing,marital,2002,9
wellbeing_noun=>marital_adj,wellbeing,marital,2003,18
wellbeing_noun=>marital_adj,wellbeing,marital,2004,21
wellbeing_noun=>marital_adj,wellbeing,marital,2005,14
wellbeing_noun=>marital_adj,wellbeing,marital,2006,11
wellbeing_noun=>marital_adj,wellbeing,marital,2007,4
wellbeing_noun=>marital_adj,wellbeing,marital,2008,9
wellbeing_noun=>marital_adj,wellbeing,marital,2009,7
wellbeing_noun=>marital_adj,wellbeing,marital,2010,8
wellbeing_noun=>marital_adj,wellbeing,marital,2011,6
wellbeing_noun=>marital_adj,wellbeing,marital,2012,14
wellbeing_noun=>marital_adj,wellbeing,marital,2013,14
wellbeing_noun=>marital_adj,wellbeing,marital,2014,10
wellbeing_noun=>marital_adj,wellbeing,marital,2015,14
wellbeing_noun=>marital_adj,wellbeing,marital,2016,10
wellbeing_noun=>marital_adj,wellbeing,marital,2017,10
wellbeing_noun=>marital_adj,wellbeing,marital,2018,8
wellbeing_noun=>marital_adj,wellbeing,marital,2019,10
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2007,6
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2009,1
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2010,2
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2011,2
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2012,3
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2013,2
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2014,5
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2015,4
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2016,17
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2017,37
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2018,15
wellbeing_noun=>eudemonic_adj,wellbeing,eudemonic,2019,11
wellbeing_noun=>societal_adj,wellbeing,societal,1933,1
wellbeing_noun=>societal_adj,wellbeing,societal,1942,1
wellbeing_noun=>societal_adj,wellbeing,societal,1943,1
wellbeing_noun=>societal_adj,wellbeing,societal,1949,2
wellbeing_noun=>societal_adj,wellbeing,societal,1958,7
wellbeing_noun=>societal_adj,wellbeing,societal,1960,1
wellbeing_noun=>societal_adj,wellbeing,societal,1962,1
wellbeing_noun=>societal_adj,wellbeing,societal,1963,1
wellbeing_noun=>societal_adj,wellbeing,societal,1969,3
wellbeing_noun=>societal_adj,wellbeing,societal,1970,1
wellbeing_noun=>societal_adj,wellbeing,societal,1971,4
wellbeing_noun=>societal_adj,wellbeing,societal,1972,1
wellbeing_noun=>societal_adj,wellbeing,societal,1973,16
wellbeing_noun=>societal_adj,wellbeing,societal,1974,8
wellbeing_noun=>societal_adj,wellbeing,societal,1975,11
wellbeing_noun=>societal_adj,wellbeing,societal,1976,4
wellbeing_noun=>societal_adj,wellbeing,societal,1977,10
wellbeing_noun=>societal_adj,wellbeing,societal,1978,16
wellbeing_noun=>societal_adj,wellbeing,societal,1979,15
wellbeing_noun=>societal_adj,wellbeing,societal,1980,11
wellbeing_noun=>societal_adj,wellbeing,societal,1981,10
wellbeing_noun=>societal_adj,wellbeing,societal,1982,9
wellbeing_noun=>societal_adj,wellbeing,societal,1983,14
wellbeing_noun=>societal_adj,wellbeing,societal,1984,18
wellbeing_noun=>societal_adj,wellbeing,societal,1985,20
wellbeing_noun=>societal_adj,wellbeing,societal,1986,31
wellbeing_noun=>societal_adj,wellbeing,societal,1987,8
wellbeing_noun=>societal_adj,wellbeing,societal,1988,23
wellbeing_noun=>societal_adj,wellbeing,societal,1989,10
wellbeing_noun=>societal_adj,wellbeing,societal,1990,15
wellbeing_noun=>societal_adj,wellbeing,societal,1991,20
wellbeing_noun=>societal_adj,wellbeing,societal,1992,19
wellbeing_noun=>societal_adj,wellbeing,societal,1993,21
wellbeing_noun=>societal_adj,wellbeing,societal,1994,14
wellbeing_noun=>societal_adj,wellbeing,societal,1995,16
wellbeing_noun=>societal_adj,wellbeing,societal,1996,19
wellbeing_noun=>societal_adj,wellbeing,societal,1997,25
wellbeing_noun=>societal_adj,wellbeing,societal,1998,30
wellbeing_noun=>societal_adj,wellbeing,societal,1999,21
wellbeing_noun=>societal_adj,wellbeing,societal,2000,48
wellbeing_noun=>societal_adj,wellbeing,societal,2001,38
wellbeing_noun=>societal_adj,wellbeing,societal,2002,23
wellbeing_noun=>societal_adj,wellbeing,societal,2003,40
wellbeing_noun=>societal_adj,wellbeing,societal,2004,47
wellbeing_noun=>societal_adj,wellbeing,societal,2005,48
wellbeing_noun=>societal_adj,wellbeing,societal,2006,48
wellbeing_noun=>societal_adj,wellbeing,societal,2007,48
wellbeing_noun=>societal_adj,wellbeing,societal,2008,82
wellbeing_noun=>societal_adj,wellbeing,societal,2009,73
wellbeing_noun=>societal_adj,wellbeing,societal,2010,111
wellbeing_noun=>societal_adj,wellbeing,societal,2011,102
wellbeing_noun=>societal_adj,wellbeing,societal,2012,106
wellbeing_noun=>societal_adj,wellbeing,societal,2013,122
wellbeing_noun=>societal_adj,wellbeing,societal,2014,172
wellbeing_noun=>societal_adj,wellbeing,societal,2015,159
wellbeing_noun=>societal_adj,wellbeing,societal,2016,199
wellbeing_noun=>societal_adj,wellbeing,societal,2017,198
wellbeing_noun=>societal_adj,wellbeing,societal,2018,249
wellbeing_noun=>societal_adj,wellbeing,societal,2019,227
wellbeing_noun=>occupational_adj,wellbeing,occupational,1995,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,1998,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,1999,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,2003,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,2005,4
wellbeing_noun=>occupational_adj,wellbeing,occupational,2006,2
wellbeing_noun=>occupational_adj,wellbeing,occupational,2007,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,2008,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,2009,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,2010,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,2011,2
wellbeing_noun=>occupational_adj,wellbeing,occupational,2012,6
wellbeing_noun=>occupational_adj,wellbeing,occupational,2013,2
wellbeing_noun=>occupational_adj,wellbeing,occupational,2014,4
wellbeing_noun=>occupational_adj,wellbeing,occupational,2015,3
wellbeing_noun=>occupational_adj,wellbeing,occupational,2016,4
wellbeing_noun=>occupational_adj,wellbeing,occupational,2017,8
wellbeing_noun=>occupational_adj,wellbeing,occupational,2018,1
wellbeing_noun=>occupational_adj,wellbeing,occupational,2019,6
wellbeing_noun=>foetal_adj,wellbeing,foetal,1937,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,1959,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,1960,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,1968,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,1969,4
wellbeing_noun=>foetal_adj,wellbeing,foetal,1970,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,1971,2
wellbeing_noun=>foetal_adj,wellbeing,foetal,1972,3
wellbeing_noun=>foetal_adj,wellbeing,foetal,1973,4
wellbeing_noun=>foetal_adj,wellbeing,foetal,1974,2
wellbeing_noun=>foetal_adj,wellbeing,foetal,1975,4
wellbeing_noun=>foetal_adj,wellbeing,foetal,1976,8
wellbeing_noun=>foetal_adj,wellbeing,foetal,1977,7
wellbeing_noun=>foetal_adj,wellbeing,foetal,1978,6
wellbeing_noun=>foetal_adj,wellbeing,foetal,1979,22
wellbeing_noun=>foetal_adj,wellbeing,foetal,1980,7
wellbeing_noun=>foetal_adj,wellbeing,foetal,1981,4
wellbeing_noun=>foetal_adj,wellbeing,foetal,1982,12
wellbeing_noun=>foetal_adj,wellbeing,foetal,1983,10
wellbeing_noun=>foetal_adj,wellbeing,foetal,1984,3
wellbeing_noun=>foetal_adj,wellbeing,foetal,1985,3
wellbeing_noun=>foetal_adj,wellbeing,foetal,1986,2
wellbeing_noun=>foetal_adj,wellbeing,foetal,1987,9
wellbeing_noun=>foetal_adj,wellbeing,foetal,1988,6
wellbeing_noun=>foetal_adj,wellbeing,foetal,1989,9
wellbeing_noun=>foetal_adj,wellbeing,foetal,1990,9
wellbeing_noun=>foetal_adj,wellbeing,foetal,1991,5
wellbeing_noun=>foetal_adj,wellbeing,foetal,1992,9
wellbeing_noun=>foetal_adj,wellbeing,foetal,1993,9
wellbeing_noun=>foetal_adj,wellbeing,foetal,1994,7
wellbeing_noun=>foetal_adj,wellbeing,foetal,1995,9
wellbeing_noun=>foetal_adj,wellbeing,foetal,1996,7
wellbeing_noun=>foetal_adj,wellbeing,foetal,1997,5
wellbeing_noun=>foetal_adj,wellbeing,foetal,1998,7
wellbeing_noun=>foetal_adj,wellbeing,foetal,1999,4
wellbeing_noun=>foetal_adj,wellbeing,foetal,2000,2
wellbeing_noun=>foetal_adj,wellbeing,foetal,2001,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,2003,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,2004,3
wellbeing_noun=>foetal_adj,wellbeing,foetal,2005,30
wellbeing_noun=>foetal_adj,wellbeing,foetal,2006,5
wellbeing_noun=>foetal_adj,wellbeing,foetal,2007,11
wellbeing_noun=>foetal_adj,wellbeing,foetal,2008,1
wellbeing_noun=>foetal_adj,wellbeing,foetal,2009,2
wellbeing_noun=>foetal_adj,wellbeing,foetal,2010,7
wellbeing_noun=>foetal_adj,wellbeing,foetal,2011,17
wellbeing_noun=>foetal_adj,wellbeing,foetal,2012,7
wellbeing_noun=>foetal_adj,wellbeing,foetal,2013,25
wellbeing_noun=>foetal_adj,wellbeing,foetal,2014,8
wellbeing_noun=>foetal_adj,wellbeing,foetal,2015,9
wellbeing_noun=>foetal_adj,wellbeing,foetal,2016,20
wellbeing_noun=>foetal_adj,wellbeing,foetal,2017,12
wellbeing_noun=>foetal_adj,wellbeing,foetal,2018,13
wellbeing_noun=>foetal_adj,wellbeing,foetal,2019,13
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1862,5
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1869,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1870,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1872,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1875,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1924,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1937,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1938,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1943,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1948,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1970,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1971,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1977,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1980,3
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1990,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1991,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1993,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1997,4
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,1998,3
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,2004,1
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,2006,3
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,2011,2
wellbeing_noun=>constitutional_adj,wellbeing,constitutional,2018,1
wellbeing_noun=>outer_adj,wellbeing,outer,1898,5
wellbeing_noun=>outer_adj,wellbeing,outer,1899,2
wellbeing_noun=>outer_adj,wellbeing,outer,1900,1
wellbeing_noun=>outer_adj,wellbeing,outer,1902,1
wellbeing_noun=>outer_adj,wellbeing,outer,1905,1
wellbeing_noun=>outer_adj,wellbeing,outer,1907,1
wellbeing_noun=>outer_adj,wellbeing,outer,1908,2
wellbeing_noun=>outer_adj,wellbeing,outer,1910,1
wellbeing_noun=>outer_adj,wellbeing,outer,1911,1
wellbeing_noun=>outer_adj,wellbeing,outer,1916,1
wellbeing_noun=>outer_adj,wellbeing,outer,1921,3
wellbeing_noun=>outer_adj,wellbeing,outer,1926,1
wellbeing_noun=>outer_adj,wellbeing,outer,1938,2
wellbeing_noun=>outer_adj,wellbeing,outer,1945,1
wellbeing_noun=>outer_adj,wellbeing,outer,1970,1
wellbeing_noun=>outer_adj,wellbeing,outer,1983,1
wellbeing_noun=>outer_adj,wellbeing,outer,1985,2
wellbeing_noun=>outer_adj,wellbeing,outer,1994,3
wellbeing_noun=>outer_adj,wellbeing,outer,1995,2
wellbeing_noun=>outer_adj,wellbeing,outer,1996,2
wellbeing_noun=>outer_adj,wellbeing,outer,2000,1
wellbeing_noun=>outer_adj,wellbeing,outer,2009,3
wellbeing_noun=>outer_adj,wellbeing,outer,2011,1
wellbeing_noun=>outer_adj,wellbeing,outer,2013,5
wellbeing_noun=>outer_adj,wellbeing,outer,2015,3
wellbeing_noun=>outer_adj,wellbeing,outer,2016,1
wellbeing_noun=>outer_adj,wellbeing,outer,2017,2
wellbeing_noun=>outer_adj,wellbeing,outer,2018,1
wellbeing_noun=>outer_adj,wellbeing,outer,2019,5
wellbeing_noun=>eudaimonic_adj,wellbeing,eudaimonic,2004,10
wellbeing_noun=>eudaimonic_adj,wellbeing,eudaimonic,2005,6
wellbeing_noun=>eudaimonic_adj,wellbeing,eudaimonic,2006,3
